Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad
77.8,57,43708.88,152.94,Virtual Executive Implementation,Destinyfurt,0,Namibia,14-02-2016 14:38,1
45.44,43,48453.55,119.27,Enhanced Intermediate Standardization,Mezaton,0,China,04-05-2016 05:01,1
69.96,31,73413.87,214.06,Realigned Tangible Collaboration,New Kayla,1,Netherlands,20-05-2016 12:17,0
87.35,35,58114.3,158.29,Cloned Dedicated Analyzer,Carsonshire,1,Gibraltar,26-01-2016 02:47,0
49.42,53,45465.25,128,Ameliorated Well-Modulated Complexity,Jacquelineshire,1,Congo,07-07-2016 18:07,1
71.27,21,50147.72,216.03,Quality-Focused Bi-Directional Throughput,South Blakestad,1,Senegal,11-01-2016 12:46,0
49.19,38,61004.51,123.08,Versatile Solution-Oriented Secured Line,North Mark,0,Hungary,12-05-2016 12:11,1
39.96,35,53898.89,138.52,Phased Leadingedge Budgetary Management,Kingchester,1,Pitcairn Islands,28-02-2016 23:21,1
85.01,29,59797.64,192.5,Devolved Exuding Local Area Network,Evansfurt,0,Slovakia (Slovak Republic),03-05-2016 16:02,0
68.95,51,74623.27,185.85,Front-Line Bandwidth-Monitored Capacity,South Adamhaven,1,United States Virgin Islands,15-03-2016 20:19,0
67.59,45,58677.69,113.69,User-Centric Solution-Oriented Emulation,Brittanyborough,0,Monaco,23-07-2016 05:21,1
75.71,34,62109.8,246.06,Phased Hybrid Intranet,Barbershire,0,Portugal,11-03-2016 10:01,0
43.07,36,60583.02,137.63,Monitored Zero Administration Collaboration,East Ericport,1,Turkey,11-02-2016 20:45,1
39.47,43,65576.05,163.48,Team-Oriented Systematic Installation,Crawfordfurt,1,Uganda,06-07-2016 23:09,1
48.22,40,73882.91,214.33,Inverse National Core,Turnerville,0,Norfolk Island,22-03-2016 19:14,0
76.76,25,50468.36,230.77,Secured Uniform Instruction Set,Kylieview,1,Niue,26-05-2016 13:28,0
78.74,27,51409.45,234.75,Quality-Focused Zero Tolerance Matrices,West Zacharyborough,0,Ukraine,18-06-2016 19:10,0
67.47,24,60514.05,225.05,Multi-Tiered Heuristic Strategy,Watsonfort,1,Vanuatu,20-03-2016 07:12,0
81.17,30,57195.96,231.91,Optimized Static Archive,Dayton,1,United States Minor Outlying Islands,03-06-2016 07:00,0
89.66,34,52802.58,171.23,Advanced Didactic Conglomeration,Nicholasport,1,Armenia,03-02-2016 15:15,0
79.6,28,56570.06,227.37,Synergistic Discrete Middleware,Whitneyfort,1,Sweden,03-05-2016 16:55,0
65.53,19,51049.47,190.17,Pre-Emptive Client-Server Installation,Coffeytown,1,Timor-Leste,20-06-2016 02:25,0
61.87,35,66629.61,250.2,Multi-Channeled Attitude-Oriented Toolset,North Johnside,1,French Southern Territories,10-07-2016 19:15,0
83.16,41,70185.06,194.95,Decentralized 24Hour Approach,Robinsonland,0,Finland,04-01-2016 04:00,0
44.11,41,43111.41,121.24,Organic Next Generation Matrix,Lake David,1,Saint Vincent and the Grenadines,20-04-2016 16:49,1
56.57,26,56435.6,131.98,Multi-Channeled Non-Volatile Website,West Ericaport,0,Senegal,23-01-2016 13:14,1
83.91,29,53223.58,222.87,Distributed Bifurcated Challenge,Haleberg,0,Burundi,04-01-2016 22:27,0
79.8,28,57179.91,229.88,Customizable Zero-Defect Internet Solution,West Michaelport,1,Bahamas,08-04-2016 22:40,0
71.23,52,41521.28,122.59,Self-Enabling Zero Administration Neural-Net,Ericksonmouth,0,Sweden,05-01-2016 11:53,1
47.23,43,73538.09,210.87,Optimized Upward-Trending Productivity,Yangside,1,Svalbard & Jan Mayen Islands,17-03-2016 22:24,1
82.37,30,63664.32,207.44,Open-Architected System-Worthy Ability,Estradafurt,0,Tonga,29-06-2016 04:23,0
43.63,38,61757.12,135.25,Quality-Focused Maximized Extranet,Frankport,1,Korea,25-05-2016 19:45,1
70.9,28,71727.51,190.95,Centralized Client-Driven Workforce,Port Juan,0,Kyrgyz Republic,17-06-2016 23:19,0
71.9,29,72203.96,193.29,De-Engineered Intangible Flexibility,Williamsside,1,Costa Rica,24-04-2016 07:20,0
62.12,37,50671.6,105.86,Re-Engineered Intangible Software,Johnsonview,1,Liechtenstein,18-03-2016 13:00,1
67.35,29,47510.42,118.69,Sharable Secondary Graphical User Interface,East Heidi,0,Zimbabwe,28-04-2016 21:58,1
57.99,50,62466.1,124.58,Innovative Homogeneous Alliance,New Angelview,0,Costa Rica,12-02-2016 08:46,1
66.8,29,59683.16,248.51,Diverse Leadingedge Website,Lake Brandonview,0,Hungary,11-07-2016 13:23,1
49.13,32,41097.17,120.49,Optimized Intermediate Help-Desk,Morganport,0,Fiji,29-01-2016 00:45,1
45.11,58,39799.73,195.69,Sharable Reciprocal Project,Browntown,0,Netherlands,05-01-2016 16:26,1
54.35,42,76984.21,164.02,Proactive Interactive Service-Desk,Lake Hailey,0,Sweden,20-06-2016 08:22,0
61.82,59,57877.15,151.93,Open-Architected Needs-Based Customer Loyalty,Olsonside,1,Barbados,06-02-2016 17:48,1
77.75,31,59047.91,240.64,Multi-Lateral Motivating Circuit,Coxhaven,1,Paraguay,22-06-2016 17:19,0
70.61,28,72154.68,190.12,Assimilated Encompassing Portal,Meaganfort,0,Italy,16-04-2016 05:24,0
82.72,31,65704.79,179.82,Cross-Group Global Orchestration,North Monicaville,0,Belarus,17-01-2016 05:07,0
76.87,36,72948.76,212.59,Down-Sized Bandwidth-Monitored Core,Mullenside,0,South Georgia and the South Sandwich Islands,08-07-2016 22:30,0
65.07,34,73941.91,227.53,Monitored Explicit Hierarchy,Princebury,1,Anguilla,11-03-2016 00:05,0
56.93,37,57887.64,111.8,Reactive Demand-Driven Strategy,Bradleyside,0,Sierra Leone,10-06-2016 00:35,1
48.86,35,62463.7,128.37,Universal Empowering Adapter,Elizabethbury,1,Saint Martin,04-01-2016 00:44,1
36.56,29,42838.29,195.89,Team-Oriented Bi-Directional Secured Line,West Ryan,0,Uganda,01-01-2016 15:14,1
85.73,32,43778.88,147.75,Stand-Alone Radical Throughput,New Tammy,1,Saudi Arabia,10-07-2016 17:24,1
75.81,40,71157.05,229.19,Inverse Zero-Defect Capability,Sanchezland,0,Greenland,27-03-2016 19:50,0
72.94,31,74159.69,190.84,Multi-Tiered Real-Time Implementation,Rogerland,0,Venezuela,29-04-2016 13:38,0
53.63,54,50333.72,126.29,Front-Line Zero-Defect Array,Vanessaview,1,Liberia,08-01-2016 18:13,1
52.35,25,33293.78,147.61,Mandatory 4Thgeneration Structure,Jessicashire,1,Mali,05-06-2016 07:54,1
52.84,51,38641.2,121.57,Synergistic Asynchronous Superstructure,Melissachester,1,Bosnia and Herzegovina,29-06-2016 10:50,1
51.58,33,49822.78,115.91,Vision-Oriented System-Worthy Forecast,Johnsontown,0,Brunei Darussalam,24-04-2016 13:46,1
42.32,29,63891.29,187.09,Digitized Radical Architecture,New Joshuaport,1,South Georgia and the South Sandwich Islands,14-02-2016 04:14,1
55.04,42,43881.73,106.96,Quality-Focused Optimizing Parallelism,Hernandezside,1,Czech Republic,15-06-2016 05:43,1
68.58,41,13996.5,171.54,Exclusive Discrete Firmware,New Williamville,1,El Salvador,06-07-2016 12:04,1
85.54,27,48761.14,175.43,Right-Sized Solution-Oriented Benchmark,Gilbertville,1,Tokelau,31-03-2016 13:54,0
71.14,30,69758.31,224.82,Assimilated Stable Encryption,Newmanberg,0,France,21-06-2016 00:52,0
64.38,19,52530.1,180.47,Configurable Dynamic Secured Line,West Alice,1,Gabon,27-05-2016 05:23,0
88.85,40,58363.12,213.96,Cloned Optimal Leverage,Cannonbury,0,Bulgaria,17-01-2016 18:45,0
66.79,60,60575.99,198.3,Decentralized Client-Driven Data-Warehouse,Shelbyport,1,Burkina Faso,07-04-2016 20:34,1
32.6,45,48206.04,185.47,Multi-Tiered Interactive Neural-Net,New Henry,0,Mayotte,02-05-2016 18:37,1
43.88,54,31523.09,166.85,Enhanced Methodical Database,Dustinmouth,1,Somalia,04-06-2016 17:24,1
56.46,26,66187.58,151.63,Ameliorated Leadingedge Help-Desk,South Lisa,0,Albania,07-04-2016 18:52,1
72.18,30,69438.04,225.02,De-Engineered Attitude-Oriented Projection,Lisamouth,0,Bolivia,10-06-2016 22:21,0
52.67,44,14775.5,191.26,Persevering 5Thgeneration Knowledge User,New Hollyberg,0,Jersey,19-05-2016 06:37,1
80.55,35,68016.9,219.91,Extended Grid-Enabled Hierarchy,Port Brittanyville,0,British Virgin Islands,28-03-2016 23:01,0
67.85,41,78520.99,202.7,Reactive Tangible Contingency,East Ronald,1,Saint Helena,21-01-2016 22:51,1
75.55,36,31998.72,123.71,Decentralized Attitude-Oriented Interface,South Davidmouth,1,Bosnia and Herzegovina,12-03-2016 06:05,1
80.46,29,56909.3,230.78,Mandatory Coherent Groupware,Carterton,0,India,04-06-2016 09:13,0
82.69,29,61161.29,167.41,Fully-Configurable Eco-Centric Frame,Rachelhaven,1,Georgia,24-05-2016 10:16,0
35.21,39,52340.1,154,Advanced Disintermediate Data-Warehouse,New Timothy,1,United States Minor Outlying Islands,25-03-2016 06:36,1
36.37,40,47338.94,144.53,Quality-Focused Zero-Defect Data-Warehouse,North Jessicaville,1,Kiribati,22-04-2016 00:28,1
74.07,22,50950.24,165.43,Cross-Group Non-Volatile Secured Line,Joneston,1,Ghana,22-03-2016 04:13,0
59.96,33,77143.61,197.66,Expanded Modular Application,Staceyfort,0,Samoa,14-01-2016 08:27,1
85.62,29,57032.36,195.68,Triple-Buffered Systematic Info-Mediaries,South Dianeshire,0,Iran,14-04-2016 21:37,0
40.88,33,48554.45,136.18,Networked Non-Volatile Synergy,West Shannon,1,Costa Rica,31-05-2016 17:50,1
36.98,31,39552.49,167.87,Fully-Configurable Clear-Thinking Throughput,Micheletown,1,Northern Mariana Islands,17-03-2016 06:25,1
35.49,47,36884.23,170.04,Front-Line Actuating Functionalities,North Brittanyburgh,0,Liechtenstein,13-04-2016 07:07,1
56.56,26,68783.45,204.47,Compatible Composite Project,Port Jasmine,1,Grenada,03-02-2016 22:11,0
36.62,32,51119.93,162.44,Customer-Focused Solution-Oriented Software,New Sabrina,1,Poland,02-02-2016 19:59,1
49.35,49,44304.13,119.86,Inverse Stable Synergy,Lake Charlottestad,0,Kenya,07-04-2016 20:38,1
75.64,29,69718.19,204.82,Pre-Emptive Well-Modulated Moderator,West Rhondamouth,1,Iran,15-03-2016 19:35,0
79.22,27,63429.18,198.79,Intuitive Modular System Engine,North Debra,1,Belgium,11-03-2016 12:39,0
77.05,34,65756.36,236.08,Centralized Value-Added Hierarchy,Villanuevastad,0,Namibia,17-05-2016 18:06,0
66.83,46,77871.75,196.17,Assimilated Hybrid Initiative,North Jeremyport,1,Cyprus,28-02-2016 23:10,0
76.2,24,47258.59,228.81,Optimized Coherent Internet Solution,Lake Susan,1,Japan,02-03-2016 06:35,0
56.64,29,55984.89,123.24,Versatile 6Thgeneration Parallelism,Lake John,1,Zimbabwe,27-02-2016 08:52,1
53.33,34,44275.13,111.63,Configurable Impactful Productivity,Courtneyfort,1,Andorra,14-03-2016 04:34,1
50.63,50,25767.16,142.23,Operative Full-Range Forecast,Tammymouth,0,Luxembourg,10-03-2016 15:07,1
41.84,49,37605.11,139.32,Operative Secondary Functionalities,Lake Vanessa,0,Cyprus,01-05-2016 08:27,1
53.92,41,25739.09,125.46,Business-Focused Transitional Solution,Lake Amanda,1,Turkey,12-06-2016 11:17,1
83.89,28,60188.38,180.88,Ameliorated Intermediate Graphical User Interface,Mariemouth,1,Hong Kong,28-05-2016 12:20,0
55.32,43,67682.32,127.65,Managed 24Hour Analyzer,Port Douglasborough,0,Netherlands,18-03-2016 09:08,1
53.22,44,44307.18,108.85,Horizontal Client-Server Database,Port Aprilville,0,United States Virgin Islands,26-05-2016 06:03,1
43.16,35,25371.52,156.11,Implemented Didactic Support,Williamsport,1,Marshall Islands,06-07-2016 03:40,1
67.51,43,23942.61,127.2,Digitized Homogeneous Core,Lake Faith,0,Western Sahara,29-04-2016 14:10,1
43.16,29,50666.5,143.04,Robust Holistic Application,Wendyville,1,Saint Vincent and the Grenadines,05-03-2016 20:53,1
79.89,30,50356.06,241.38,Synergized Uniform Hierarchy,Angelhaven,1,United States of America,30-05-2016 08:35,0
84.25,32,63936.5,170.9,Pre-Emptive Client-Driven Secured Line,New Sean,1,Angola,10-04-2016 06:32,0
74.18,28,69874.18,203.87,Front-Line Even-Keeled Website,Lake Lisa,0,Cayman Islands,20-01-2016 02:31,0
85.78,34,50038.65,232.78,Persistent Fault-Tolerant Service-Desk,Valerieland,0,Swaziland,20-07-2016 21:53,0
80.96,39,67866.95,225,Integrated Leadingedge Frame,New Travis,1,Wallis and Futuna,17-01-2016 04:12,0
36.91,48,54645.2,159.69,Ameliorated Coherent Open Architecture,North Samantha,0,Zimbabwe,24-02-2016 07:13,1
54.47,23,46780.09,141.52,Vision-Oriented Bifurcated Contingency,Holderville,0,Chad,26-03-2016 19:37,1
81.98,34,67432.49,212.88,Up-Sized Maximized Model,Patrickmouth,0,Saint Martin,04-06-2016 09:25,0
79.6,39,73392.28,194.23,Organized Global Flexibility,Lake Deannaborough,0,Rwanda,22-04-2016 07:48,0
57.51,38,47682.28,105.71,Re-Engineered Zero-Defect Open Architecture,Jeffreymouth,0,Moldova,31-03-2016 08:53,1
82.3,31,56735.83,232.21,Balanced Executive Definition,Davieshaven,0,Gabon,16-04-2016 08:36,0
73.21,30,51013.37,252.6,Networked Logistical Info-Mediaries,Lake Jessicaville,1,Denmark,12-05-2016 20:57,1
79.09,32,69481.85,209.72,Optimized Multimedia Website,Hernandezchester,1,Svalbard & Jan Mayen Islands,07-05-2016 21:32,0
68.47,28,67033.34,226.64,Focused Coherent Success,North Kennethside,0,Poland,25-06-2016 00:33,0
83.69,36,68717,192.57,Robust Context-Sensitive Neural-Net,Shelbyport,0,Fiji,23-03-2016 05:27,0
83.48,31,59340.99,222.72,Intuitive Zero Administration Adapter,Williamport,1,Philippines,04-03-2016 13:47,0
43.49,45,47968.32,124.67,Synchronized Full-Range Portal,Smithside,0,Vietnam,14-06-2016 12:08,1
66.69,35,48758.92,108.27,Integrated Encompassing Support,Vanessastad,0,Jersey,11-05-2016 19:13,1
48.46,49,61230.03,132.38,Devolved Human-Resource Circuit,Lisamouth,1,Indonesia,21-01-2016 23:33,1
42.51,30,54755.71,144.77,Grass-Roots Transitional Flexibility,Lake Rhondaburgh,1,Palestinian Territory,15-01-2016 19:45,1
42.83,34,54324.73,132.38,Vision-Oriented Methodical Support,Cunninghamhaven,1,Latvia,23-04-2016 09:42,1
41.46,42,52177.4,128.98,Integrated Impactful Groupware,Robertstown,1,Malta,23-05-2016 08:06,1
45.99,33,51163.14,124.61,Face-To-Face Methodical Intranet,South Mark,1,Afghanistan,27-02-2016 15:04,1
68.72,27,66861.67,225.97,Fundamental Tangible Moratorium,New Taylorburgh,0,Austria,23-02-2016 17:37,0
63.11,34,63107.88,254.94,Balanced Mobile Local Area Network,Port Karenfurt,1,Micronesia,17-03-2016 22:59,0
49.21,46,49206.4,115.6,Realigned 24/7 Core,Carterland,0,Mexico,28-02-2016 03:34,1
55.77,49,55942.04,117.33,Fully-Configurable High-Level Groupware,East Shawn,1,Chile,15-03-2016 14:33,1
44.13,40,33601.84,128.48,Ameliorated Discrete Extranet,West Derekmouth,1,Cuba,03-03-2016 20:20,1
57.82,46,48867.36,107.56,Centralized Asynchronous Portal,Brandiland,1,Belarus,06-04-2016 14:16,1
72.46,40,56683.32,113.53,Enhanced Tertiary Utilization,Cervantesshire,0,Malawi,01-05-2016 09:23,1
61.88,45,38260.89,108.18,Balanced Disintermediate Conglomeration,North Debrashire,0,Afghanistan,30-05-2016 08:02,1
78.24,23,54106.21,199.29,Sharable Value-Added Solution,Deannaville,0,Luxembourg,04-04-2016 11:39,0
74.61,38,71055.22,231.28,Networked Impactful Framework,East Christopher,1,South Africa,06-04-2016 23:10,0
89.18,37,46403.18,224.01,Public-Key Impactful Neural-Net,Rickymouth,1,Nepal,26-04-2016 21:45,0
44.16,42,61690.93,133.42,Innovative Interactive Portal,Port Dennis,1,Spain,25-05-2016 00:34,1
55.74,37,26130.93,124.34,Networked Asymmetric Infrastructure,Lake Michelle,1,Hong Kong,11-02-2016 16:45,1
88.82,36,58638.75,169.1,Assimilated Discrete Strategy,East Johnport,0,Slovakia (Slovak Republic),30-01-2016 00:05,0
70.39,32,47357.39,261.52,Phased 5Thgeneration Open System,Sabrinaview,1,Cayman Islands,12-07-2016 10:56,0
59.05,52,50086.17,118.45,Upgradable Logistical Flexibility,Kristinfurt,1,Uganda,23-04-2016 03:46,1
78.58,33,51772.58,250.11,Centralized User-Facing Service-Desk,Chapmanland,1,Vanuatu,16-04-2016 10:36,0
35.11,35,47638.3,158.03,Extended Analyzing Emulation,North Jonathan,1,Anguilla,11-03-2016 13:07,1
60.39,45,38987.42,108.25,Front-Line Methodical Utilization,Port Christina,1,Switzerland,02-03-2016 15:39,1
81.56,26,51363.16,213.7,Open-Source Scalable Protocol,Juanport,1,Zimbabwe,13-07-2016 21:31,0
75.03,34,35764.49,255.57,Networked Local Secured Line,East Mike,0,Uruguay,29-05-2016 18:12,1
50.87,24,62939.5,190.41,Programmable Empowering Orchestration,North Angelatown,0,Liberia,10-05-2016 17:13,1
82.8,30,58776.67,223.2,Enhanced Systemic Benchmark,West Steven,1,Egypt,07-05-2016 08:39,0
78.51,25,59106.12,205.71,Focused Web-Enabled Graphical User Interface,Riggsstad,1,Greece,17-01-2016 13:27,0
37.65,51,50457.01,161.29,Automated Stable Help-Desk,Davidview,1,Bahrain,09-03-2016 06:22,1
83.17,43,54251.78,244.4,Managed National Hardware,Port Kevinborough,1,Sri Lanka,05-04-2016 18:02,0
91.37,45,51920.49,182.65,Re-Engineered Composite Moratorium,Lawsonshire,1,Kazakhstan,01-04-2016 07:37,1
68.25,29,70324.8,220.08,Phased Fault-Tolerant Definition,Wagnerchester,0,Greenland,15-02-2016 16:18,0
81.32,25,52416.18,165.65,Pre-Emptive Next Generation Internet Solution,Daisymouth,0,Moldova,08-03-2016 05:12,0
76.64,39,66217.31,241.5,Reverse-Engineered Web-Enabled Support,North Daniel,1,Poland,09-02-2016 23:38,0
74.06,50,60938.73,246.29,Horizontal Intermediate Monitoring,Port Jacquelinestad,1,Anguilla,17-06-2016 09:38,0
39.53,33,40243.82,142.21,Intuitive Transitional Artificial Intelligence,New Teresa,1,Central African Republic,01-06-2016 12:27,1
86.58,32,60151.77,195.93,Business-Focused Asynchronous Budgetary Management,Henryfort,1,Mexico,26-02-2016 23:44,0
90.75,40,45945.88,216.5,Decentralized Methodical Capability,Lake Joseph,0,Togo,11-03-2016 09:58,0
67.71,25,63430.33,225.76,Synergized Intangible Open System,Daviesborough,1,Armenia,28-04-2016 02:55,0
82.41,36,65882.81,222.08,Stand-Alone Logistical Service-Desk,North Brandon,0,Nicaragua,12-04-2016 04:22,0
45.82,27,64410.8,171.24,Expanded Full-Range Synergy,Adamside,1,Eritrea,10-02-2016 20:43,1
76.79,27,55677.12,235.94,Open-Architected Intangible Strategy,Wademouth,0,Canada,01-05-2016 23:21,0
70.05,33,75560.65,203.44,Diverse Directional Hardware,North Raymond,0,Croatia,24-03-2016 17:48,0
72.19,32,61067.58,250.32,Balanced Discrete Approach,Randolphport,1,Switzerland,22-04-2016 19:45,0
77.35,34,72330.57,167.26,Total Bi-Directional Success,East Troyhaven,0,Yemen,09-03-2016 12:10,0
40.34,29,32549.95,173.75,Object-Based Motivating Instruction Set,Clarkborough,0,Tokelau,30-03-2016 05:29,1
67.39,44,51257.26,107.19,Realigned Intermediate Application,Josephberg,0,Armenia,24-01-2016 13:41,1
68.68,34,77220.42,187.03,Sharable Encompassing Database,Lake Jenniferton,1,Equatorial Guinea,15-07-2016 09:42,0
81.75,43,52520.75,249.45,Progressive 24/7 Definition,Lake Jose,0,Barbados,07-06-2016 05:41,0
66.03,22,59422.47,217.37,Pre-Emptive Next Generation Strategy,Ashleymouth,0,American Samoa,31-05-2016 23:32,0
47.74,33,22456.04,154.93,Open-Source 5Thgeneration Leverage,Henryland,1,Saint Lucia,14-05-2016 14:49,1
79.18,31,58443.99,236.96,Open-Source Holistic Productivity,Lake Danielle,0,Algeria,10-01-2016 20:18,0
86.81,29,50820.74,199.62,Multi-Channeled Scalable Moratorium,Joshuaburgh,1,Turkmenistan,21-02-2016 16:57,0
41.53,42,67575.12,158.81,Optional Tangible Productivity,South Jeanneport,0,Mayotte,23-05-2016 00:32,1
70.92,39,66522.79,249.81,Up-Sized Intangible Circuit,New Nathan,1,South Africa,21-07-2016 20:30,0
46.84,45,34903.67,123.22,Virtual Homogeneous Budgetary Management,Jonesshire,0,Macao,15-05-2016 18:44,1
44.4,53,43073.78,140.95,Phased Zero-Defect Portal,Mariahview,1,France,30-06-2016 00:43,1
52.17,44,57594.7,115.37,Optional Modular Throughput,New Julianberg,1,Equatorial Guinea,24-02-2016 06:17,1
81.45,31,66027.31,205.84,Triple-Buffered Human-Resource Complexity,Randyshire,1,Mali,30-05-2016 21:22,0
54.08,36,53012.94,111.02,Innovative Cohesive Pricing Structure,Philipberg,1,Mayotte,02-06-2016 04:14,1
76.65,31,61117.5,238.43,Function-Based Executive Moderator,West Dennis,0,Pakistan,18-04-2016 07:00,0
54.39,20,52563.22,171.9,Digitized Content-Based Circuit,Richardshire,1,Guadeloupe,29-02-2016 18:06,1
37.74,40,65773.49,190.95,Balanced Uniform Algorithm,Lake James,0,Denmark,27-05-2016 12:45,1
69.86,25,50506.44,241.36,Triple-Buffered Foreground Encryption,Austinborough,0,New Zealand,12-01-2016 21:17,0
85.37,36,66262.59,194.56,Front-Line System-Worthy Flexibility,Alexandrafort,1,Netherlands Antilles,27-01-2016 17:08,0
80.99,26,35521.88,207.53,Centralized Clear-Thinking Graphic Interface,Melissastad,1,Belarus,10-06-2016 03:56,0
78.84,32,62430.55,235.29,Optimized 5Thgeneration Moratorium,Gonzalezburgh,1,Taiwan,09-04-2016 09:26,0
77.36,41,49597.08,115.79,Fully-Configurable Asynchronous Firmware,Port Jennifer,0,El Salvador,26-02-2016 06:00,1
55.46,37,42078.89,108.1,Exclusive Systematic Algorithm,Chrismouth,0,Taiwan,21-02-2016 23:07,1
35.66,45,46197.59,151.72,Exclusive Cohesive Intranet,Port Beth,0,Peru,29-04-2016 14:08,1
50.78,51,49957,122.04,Vision-Oriented Asynchronous Internet Solution,West David,0,Liberia,11-02-2016 17:02,1
40.47,38,24078.93,203.9,Sharable 5Thgeneration Access,Fraziershire,0,Burundi,22-07-2016 07:44,1
45.62,43,53647.81,121.28,Monitored Homogeneous Artificial Intelligence,Robertfurt,0,Macao,26-06-2016 02:34,1
84.76,30,61039.13,178.69,Monitored 24/7 Moratorium,South Pamela,0,Venezuela,14-05-2016 23:08,0
80.64,26,46974.15,221.59,Vision-Oriented Real-Time Framework,North Laurenview,0,Luxembourg,24-05-2016 10:04,0
75.94,27,53042.51,236.96,Future-Proofed Stable Function,Campbellstad,1,Italy,16-02-2016 12:05,0
37.01,50,48826.14,216.01,Secured Encompassing Graphical User Interface,Port Derekberg,0,San Marino,20-03-2016 02:44,1
87.18,31,58287.86,193.6,Right-Sized Logistical Middleware,West Andrew,0,Madagascar,31-01-2016 05:12,0
56.91,50,21773.22,146.44,Team-Oriented Executive Core,West Randy,0,Norfolk Island,01-04-2016 05:17,1
75.24,24,52252.91,226.49,Vision-Oriented Next Generation Solution,South Christopher,0,Vanuatu,25-02-2016 16:33,0
42.84,52,27073.27,182.2,Enhanced Optimizing Website,Lake Michellebury,1,Tunisia,21-03-2016 11:02,1
67.56,47,50628.31,109.98,Reduced Background Data-Warehouse,Zacharyton,0,Paraguay,12-02-2016 05:20,1
34.96,42,36913.51,160.49,Right-Sized Mobile Initiative,West James,1,Macedonia,01-06-2016 16:10,1
87.46,37,61009.1,211.56,Synergized Grid-Enabled Framework,Millerview,1,Heard Island and McDonald Islands,16-06-2016 03:17,0
41.86,39,53041.77,128.62,Open-Source Stable Paradigm,Hawkinsbury,1,Ethiopia,26-03-2016 15:28,1
34.04,34,40182.84,174.88,Reverse-Engineered Context-Sensitive Emulation,Elizabethport,1,El Salvador,16-02-2016 07:37,1
54.96,42,59419.78,113.75,Public-Key Disintermediate Emulation,West Amanda,1,Niger,28-02-2016 09:31,1
87.14,31,58235.21,199.4,Up-Sized Bifurcated Capability,Wadestad,1,Timor-Leste,18-05-2016 01:00,0
78.79,32,68324.48,215.29,Stand-Alone Background Open System,Mauriceshire,1,Uruguay,21-02-2016 13:11,0
65.56,25,69646.35,181.25,Stand-Alone Explicit Orchestration,West Arielstad,1,Somalia,05-01-2016 12:59,0
81.05,34,54045.39,245.5,Configurable Asynchronous Application,Adamsstad,0,Malaysia,18-05-2016 00:07,0
55.71,37,57806.03,112.52,Upgradable 4Thgeneration Portal,Lake James,1,Korea,06-03-2016 23:26,1
45.48,49,53336.76,129.16,Networked Client-Server Solution,Blairborough,1,Lao People's Democratic Republic,19-05-2016 04:23,1
47,56,50491.45,149.53,Public-Key Bi-Directional Graphical User Interface,New Marcusbury,0,Bahamas,29-04-2016 20:40,1
59.64,51,71455.62,153.12,Re-Contextualized Human-Resource Success,Evansville,1,Guyana,03-05-2016 01:09,1
35.98,45,43241.88,150.79,Front-Line Fresh-Thinking Installation,Huffmanchester,0,Ethiopia,27-06-2016 21:51,1
72.55,22,58953.01,202.34,Balanced Empowering Success,New Cynthia,0,Bosnia and Herzegovina,08-02-2016 07:33,0
91.15,38,36834.04,184.98,Robust Uniform Framework,Joshuamouth,0,Cyprus,22-02-2016 07:04,0
80.53,29,66345.1,187.64,Sharable Upward-Trending Support,West Benjamin,0,Singapore,21-03-2016 08:13,0
82.49,45,38645.4,130.84,Assimilated Multi-State Paradigm,Williamsfort,0,Dominican Republic,31-05-2016 00:58,1
80.94,36,60803,239.94,Self-Enabling Local Strategy,North Tiffany,0,Bermuda,01-01-2016 05:31,0
61.76,34,33553.9,114.69,Open-Source Local Approach,Edwardsport,0,Jamaica,27-05-2016 08:53,1
63.3,38,63071.34,116.19,Polarized Intangible Encoding,Lake Evantown,0,Saint Barthelemy,09-05-2016 07:13,1
36.73,34,46737.34,149.79,Multi-Lateral Attitude-Oriented Adapter,South Henry,1,Albania,27-06-2016 01:56,1
78.41,33,55368.67,248.23,Multi-Lateral 24/7 Internet Solution,Harmonhaven,1,Mozambique,03-06-2016 04:51,0
83.98,36,68305.91,194.62,Profit-Focused Secondary Portal,West Gregburgh,0,Zimbabwe,24-02-2016 00:44,0
63.18,45,39211.49,107.92,Reactive Upward-Trending Migration,Hansenland,0,Georgia,05-03-2016 12:03,1
50.6,48,65956.71,135.67,Customer-Focused Fault-Tolerant Implementation,Port Michaelmouth,0,Brazil,15-01-2016 22:49,1
32.6,38,40159.2,190.05,Customizable Homogeneous Contingency,Tylerport,0,Syrian Arab Republic,12-02-2016 03:39,1
60.83,19,40478.83,185.46,Versatile Next Generation Pricing Structure,West Lacey,1,Palestinian Territory,19-02-2016 20:49,0
44.72,46,40468.53,123.86,Cross-Group Systemic Customer Loyalty,North Jenniferburgh,1,Grenada,12-03-2016 02:48,1
78.76,51,66980.27,162.05,Face-To-Face Modular Budgetary Management,South Davidhaven,0,Ghana,23-07-2016 04:04,1
79.51,39,34942.26,125.11,Proactive Non-Volatile Encryption,North Charlesbury,1,Brunei Darussalam,06-03-2016 09:33,1
39.3,32,48335.2,145.73,Decentralized Bottom-Line Help-Desk,Jonathanland,0,Lithuania,24-02-2016 04:11,1
64.79,30,42251.59,116.07,Visionary Mission-Critical Application,North Virginia,0,Maldives,17-02-2016 20:22,1
